id,brand,supplier_sku,review_status,publication_approved,representative_group,source_url,findings
oppein-ply-mnw-2db30,OPPEIN,PLY-MNW-2DB30,draft_visual_limitations,False,2,https://www.oppeincabinetry.ca/shop/ply-mnw-2db30-2-drawer-base-cabinet-13981,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-ply-mnw-2db36,OPPEIN,PLY-MNW-2DB36,draft_visual_limitations,False,1,https://www.oppeincabinetry.ca/shop/ply-mnw-2db36-2-drawer-base-cabinet-13982,FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-ply-ssw-2db30,OPPEIN,PLY-SSW-2DB30,draft_visual_limitations,False,2,https://www.oppeincabinetry.ca/shop/ply-ssw-2db30-2-drawer-base-cabinet-12519,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-ply-ssw-2db36,OPPEIN,PLY-SSW-2DB36,draft_visual_limitations,False,1,https://www.oppeincabinetry.ca/shop/ply-ssw-2db36-2-drawer-base-cabinet-12520,FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-bss-3db21,OPPEIN,PB-BSS-3DB21,draft_visual_limitations,False,3,https://www.oppeincabinetry.ca/shop/pb-bss-3db21-3-drawer-base-cabinet-17660,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-ply-mso-3db18,OPPEIN,PLY-MSO-3DB18,draft_visual_limitations,False,4,https://www.oppeincabinetry.ca/shop/ply-mso-3db18-3-drawer-base-cabinet-14699,FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-pb-gss-3db36,OPPEIN,PB-GSS-3DB36,draft_visual_limitations,False,5,https://www.oppeincabinetry.ca/shop/pb-gss-3db36-3-drawer-base-cabinet-17937,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-gss-3db33,OPPEIN,PB-GSS-3DB33,draft_visual_limitations,False,6,https://www.oppeincabinetry.ca/shop/pb-gss-3db33-3-drawer-base-cabinet-17936,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-gss-3db30,OPPEIN,PB-GSS-3DB30,draft_visual_limitations,False,7,https://www.oppeincabinetry.ca/shop/pb-gss-3db30-3-drawer-base-cabinet-17935,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-gss-3db27,OPPEIN,PB-GSS-3DB27,draft_visual_limitations,False,8,https://www.oppeincabinetry.ca/shop/pb-gss-3db27-3-drawer-base-cabinet-17934,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-gss-3db24,OPPEIN,PB-GSS-3DB24,draft_visual_limitations,False,9,https://www.oppeincabinetry.ca/shop/pb-gss-3db24-3-drawer-base-cabinet-17933,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-gss-3db21,OPPEIN,PB-GSS-3DB21,draft_visual_limitations,False,3,https://www.oppeincabinetry.ca/shop/pb-gss-3db21-3-drawer-base-cabinet-17932,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-gss-3db18,OPPEIN,PB-GSS-3DB18,draft_visual_limitations,False,4,https://www.oppeincabinetry.ca/shop/pb-gss-3db18-3-drawer-base-cabinet-17931,FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-gss-3db15,OPPEIN,PB-GSS-3DB15,draft_visual_limitations,False,10,https://www.oppeincabinetry.ca/shop/pb-gss-3db15-3-drawer-base-cabinet-17930,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-gss-3db12,OPPEIN,PB-GSS-3DB12,draft_visual_limitations,False,11,https://www.oppeincabinetry.ca/shop/pb-gss-3db12-3-drawer-base-cabinet-17929,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-ply-wss-3db15,OPPEIN,PLY-WSS-3DB15,draft_visual_limitations,False,10,https://www.oppeincabinetry.ca/shop/ply-wss-3db15-3-drawer-base-cabinet-9932,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-bss-3db12,OPPEIN,PB-BSS-3DB12,draft_visual_limitations,False,11,https://www.oppeincabinetry.ca/shop/pb-bss-3db12-3-drawer-base-cabinet-17657,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-bss-3db15,OPPEIN,PB-BSS-3DB15,draft_visual_limitations,False,10,https://www.oppeincabinetry.ca/shop/pb-bss-3db15-3-drawer-base-cabinet-17658,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-bss-3db18,OPPEIN,PB-BSS-3DB18,draft_visual_limitations,False,4,https://www.oppeincabinetry.ca/shop/pb-bss-3db18-3-drawer-base-cabinet-17659,FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-bss-3db24,OPPEIN,PB-BSS-3DB24,draft_visual_limitations,False,9,https://www.oppeincabinetry.ca/shop/pb-bss-3db24-3-drawer-base-cabinet-17661,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-wss-3db36,OPPEIN,PB-WSS-3DB36,draft_visual_limitations,False,5,https://www.oppeincabinetry.ca/shop/pb-wss-3db36-3-drawer-base-cabinet-17801,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-wss-3db33,OPPEIN,PB-WSS-3DB33,draft_visual_limitations,False,6,https://www.oppeincabinetry.ca/shop/pb-wss-3db33-3-drawer-base-cabinet-17800,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-wss-3db30,OPPEIN,PB-WSS-3DB30,draft_visual_limitations,False,7,https://www.oppeincabinetry.ca/shop/pb-wss-3db30-3-drawer-base-cabinet-17799,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-wss-3db27,OPPEIN,PB-WSS-3DB27,draft_visual_limitations,False,8,https://www.oppeincabinetry.ca/shop/pb-wss-3db27-3-drawer-base-cabinet-17798,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-wss-3db24,OPPEIN,PB-WSS-3DB24,draft_visual_limitations,False,9,https://www.oppeincabinetry.ca/shop/pb-wss-3db24-3-drawer-base-cabinet-17797,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-wss-3db21,OPPEIN,PB-WSS-3DB21,draft_visual_limitations,False,3,https://www.oppeincabinetry.ca/shop/pb-wss-3db21-3-drawer-base-cabinet-17796,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-bss-3db27,OPPEIN,PB-BSS-3DB27,draft_visual_limitations,False,8,https://www.oppeincabinetry.ca/shop/pb-bss-3db27-3-drawer-base-cabinet-17662,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-bss-3db30,OPPEIN,PB-BSS-3DB30,draft_visual_limitations,False,7,https://www.oppeincabinetry.ca/shop/pb-bss-3db30-3-drawer-base-cabinet-17663,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-bss-3db33,OPPEIN,PB-BSS-3DB33,draft_visual_limitations,False,6,https://www.oppeincabinetry.ca/shop/pb-bss-3db33-3-drawer-base-cabinet-17664,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-bss-3db36,OPPEIN,PB-BSS-3DB36,draft_visual_limitations,False,5,https://www.oppeincabinetry.ca/shop/pb-bss-3db36-3-drawer-base-cabinet-17665,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-ply-ssw-3db12,OPPEIN,PLY-SSW-3DB12,draft_visual_limitations,False,11,https://www.oppeincabinetry.ca/shop/ply-ssw-3db12-3-drawer-base-cabinet-12514,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-ply-ssw-3db15,OPPEIN,PLY-SSW-3DB15,draft_visual_limitations,False,10,https://www.oppeincabinetry.ca/shop/ply-ssw-3db15-3-drawer-base-cabinet-12515,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-ply-ssw-3db18,OPPEIN,PLY-SSW-3DB18,draft_visual_limitations,False,4,https://www.oppeincabinetry.ca/shop/ply-ssw-3db18-3-drawer-base-cabinet-12516,FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-ply-ssw-3db21,OPPEIN,PLY-SSW-3DB21,draft_visual_limitations,False,3,https://www.oppeincabinetry.ca/shop/ply-ssw-3db21-3-drawer-base-cabinet-12517,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-ssw-3db36,OPPEIN,PB-SSW-3DB36,draft_visual_limitations,False,5,https://www.oppeincabinetry.ca/shop/pb-ssw-3db36-3-drawer-base-cabinet-18892,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-ssw-3db33,OPPEIN,PB-SSW-3DB33,draft_visual_limitations,False,6,https://www.oppeincabinetry.ca/shop/pb-ssw-3db33-3-drawer-base-cabinet-18891,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-ssw-3db30,OPPEIN,PB-SSW-3DB30,draft_visual_limitations,False,7,https://www.oppeincabinetry.ca/shop/pb-ssw-3db30-3-drawer-base-cabinet-18890,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-ssw-3db27,OPPEIN,PB-SSW-3DB27,draft_visual_limitations,False,8,https://www.oppeincabinetry.ca/shop/pb-ssw-3db27-3-drawer-base-cabinet-18889,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-ssw-3db24,OPPEIN,PB-SSW-3DB24,draft_visual_limitations,False,9,https://www.oppeincabinetry.ca/shop/pb-ssw-3db24-3-drawer-base-cabinet-18888,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-ssw-3db21,OPPEIN,PB-SSW-3DB21,draft_visual_limitations,False,3,https://www.oppeincabinetry.ca/shop/pb-ssw-3db21-3-drawer-base-cabinet-18887,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-ssw-3db18,OPPEIN,PB-SSW-3DB18,draft_visual_limitations,False,4,https://www.oppeincabinetry.ca/shop/pb-ssw-3db18-3-drawer-base-cabinet-18886,FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-ssw-3db15,OPPEIN,PB-SSW-3DB15,draft_visual_limitations,False,10,https://www.oppeincabinetry.ca/shop/pb-ssw-3db15-3-drawer-base-cabinet-18885,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-ssw-3db12,OPPEIN,PB-SSW-3DB12,draft_visual_limitations,False,11,https://www.oppeincabinetry.ca/shop/pb-ssw-3db12-3-drawer-base-cabinet-18884,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-ply-mnw-3db21,OPPEIN,PLY-MNW-3DB21,draft_visual_limitations,False,3,https://www.oppeincabinetry.ca/shop/ply-mnw-3db21-3-drawer-base-cabinet-13979,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-ply-mnw-3db18,OPPEIN,PLY-MNW-3DB18,draft_visual_limitations,False,4,https://www.oppeincabinetry.ca/shop/ply-mnw-3db18-3-drawer-base-cabinet-13978,FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-ply-mnw-3db15,OPPEIN,PLY-MNW-3DB15,draft_visual_limitations,False,10,https://www.oppeincabinetry.ca/shop/ply-mnw-3db15-3-drawer-base-cabinet-13977,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-ply-mnw-3db12,OPPEIN,PLY-MNW-3DB12,draft_visual_limitations,False,11,https://www.oppeincabinetry.ca/shop/ply-mnw-3db12-3-drawer-base-cabinet-13976,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-ply-wss-3db12,OPPEIN,PLY-WSS-3DB12,draft_visual_limitations,False,11,https://www.oppeincabinetry.ca/shop/ply-wss-3db12-3-drawer-base-cabinet-9933,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-mso-3db36,OPPEIN,PB-MSO-3DB36,draft_visual_limitations,False,5,https://www.oppeincabinetry.ca/shop/pb-mso-3db36-3-drawer-base-cabinet-18756,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-pb-mso-3db33,OPPEIN,PB-MSO-3DB33,draft_visual_limitations,False,6,https://www.oppeincabinetry.ca/shop/pb-mso-3db33-3-drawer-base-cabinet-18755,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-pb-mso-3db30,OPPEIN,PB-MSO-3DB30,draft_visual_limitations,False,7,https://www.oppeincabinetry.ca/shop/pb-mso-3db30-3-drawer-base-cabinet-18754,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-pb-mso-3db27,OPPEIN,PB-MSO-3DB27,draft_visual_limitations,False,8,https://www.oppeincabinetry.ca/shop/pb-mso-3db27-3-drawer-base-cabinet-18753,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-pb-mso-3db24,OPPEIN,PB-MSO-3DB24,draft_visual_limitations,False,9,https://www.oppeincabinetry.ca/shop/pb-mso-3db24-3-drawer-base-cabinet-18752,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-pb-mso-3db21,OPPEIN,PB-MSO-3DB21,draft_visual_limitations,False,3,https://www.oppeincabinetry.ca/shop/pb-mso-3db21-3-drawer-base-cabinet-18751,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-pb-mso-3db18,OPPEIN,PB-MSO-3DB18,draft_visual_limitations,False,4,https://www.oppeincabinetry.ca/shop/pb-mso-3db18-3-drawer-base-cabinet-18750,FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-pb-mso-3db15,OPPEIN,PB-MSO-3DB15,draft_visual_limitations,False,10,https://www.oppeincabinetry.ca/shop/pb-mso-3db15-3-drawer-base-cabinet-18749,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-ply-pgw-3db12,OPPEIN,PLY-PGW-3DB12,draft_visual_limitations,False,11,https://www.oppeincabinetry.ca/shop/ply-pgw-3db12-3-drawer-base-cabinet-15433,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-pb-mso-3db12,OPPEIN,PB-MSO-3DB12,draft_visual_limitations,False,11,https://www.oppeincabinetry.ca/shop/pb-mso-3db12-3-drawer-base-cabinet-18748,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match. | WOOD_GRAIN_APPROXIMATION: Generic oak texture/tint differs from supplier grain; drawer-front grain direction is not verified.
oppein-ply-pgw-3db15,OPPEIN,PLY-PGW-3DB15,draft_visual_limitations,False,10,https://www.oppeincabinetry.ca/shop/ply-pgw-3db15-3-drawer-base-cabinet-15434,REFERENCE_PLACEHOLDER: Representative supplier image is a placeholder. Configuration/finish cannot be photo-verified from it. | FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
oppein-ply-pgw-3db18,OPPEIN,PLY-PGW-3DB18,draft_visual_limitations,False,4,https://www.oppeincabinetry.ca/shop/ply-pgw-3db18-3-drawer-base-cabinet-15435,FINISH_APPROXIMATION: Finish uses generic colour/texture and lacks a calibrated supplier sample; not an exact product finish match.
